도서명,저자,출판사,출판일자,가격,이미지,0,0,카테고리ID,재고,상태,ISBN,소개글
너를 미워할 시간에 나를 사랑하기로 했다,윤서진,스몰빅라이프,2024-11-11,16920,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791191731712.jpg,0,0,44,100,ON_SALE,9791191731712.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
기분이 태도가 되지 않게,레몬심리,갤리온,2020-06-30,15300,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788901243658.jpg,4,3,44,100,ON_SALE,9788901243658.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
내 말은 왜 오해를 부를까,김윤나,나무의마음,2025-04-15,17550,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791190457385.jpg,3,3,44,100,ON_SALE,9791190457385.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
나는 왜 네 말이 힘들까,박재연,한빛라이프,2020-07-01,15120,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791190846011.jpg,0,0,44,100,ON_SALE,9791190846011.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
자존감 수업,윤홍균,심플라이프,2016-09-01,15300,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791186757093.jpg,5,1,44,100,ON_SALE,9791186757093.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
사람을 안다는 것,데이비드 브룩스,웅진지식하우스,2024-04-01,18000,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788901280776.jpg,4,1,44,100,ON_SALE,9788901280776.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
이호선의 나이 들수록: 관계편,이호선,은행나무,2025-02-13,17100,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791167375216.jpg,4,3,44,100,ON_SALE,9791167375216.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
화성에서 온 남자 금성에서 온 여자,존 그레이,동녘라이프,2021-03-25,15120,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788990514820.jpg,0,0,44,100,ON_SALE,9788990514820.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
Give and Take(기브앤테이크),애덤 그랜트,생각연구소,2013-06-07,15750,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788962605815.jpg,1,3,44,100,ON_SALE,9788962605815.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
나는 왜 사랑할수록 불안해질까,제시카 바움,부키,2023-04-18,16200,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788960519718.jpg,0,0,44,100,ON_SALE,9788960519718.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
나르시시스트에게 웃으며 거리 두는 법,오수아,유노북스,2025-06-05,16200,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791171831081.jpg,0,0,44,100,ON_SALE,9791171831081.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
참을 수 없는 1%의 울림,한유길,북아지트,2025-06-10,16920,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791199165410.jpg,0,0,44,100,ON_SALE,9791199165410.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
개인과 조직을 살리는 갈등관리 언컨플릭(Unconflict),박효정 외,Book Insight,2024-06-15,17820,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791197714092.jpg,2,3,44,100,ON_SALE,9791197714092.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
모든 관계는 말투에서 시작된다(10만 부 기념 스페셜 에디션),김범준,위즈덤하우스,2018-11-01,13320,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788960863859.jpg,2,2,44,100,ON_SALE,9788960863859.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
당신은 다른 사람의 성공에 기여한 적 있는가?,이소영,퍼블리온,2021-03-25,15300,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791197016899.jpg,0,0,44,100,ON_SALE,9791197016899.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
FBI 행동의 심리학(리커버 특별판),조 내버로 외,리더스북,2022-11-20,16200,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788901266497.jpg,4,2,44,100,ON_SALE,9788901266497.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
호감의 시작(트윙클 에디션),희렌최,북로망스,2024-07-23,16650,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791193937143.jpg,0,0,44,100,ON_SALE,9791193937143.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
마침내 특이점이 시작된다,레이 커즈와일,비즈니스북스,2025-06-13,27000,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791162544259.jpg,3,1,45,100,ON_SALE,9791162544259.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
된다! 하루 만에 끝내는 챗GPT 활용법,프롬프트 크리에이터,이지스퍼블리싱,2025-06-04,18000,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791163037231.jpg,5,1,45,100,ON_SALE,9791163037231.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
비전공자도 이해할 수 있는 챗GPT,박상길,비즈니스북스,2025-05-20,17550,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791162544211.jpg,3,2,45,100,ON_SALE,9791162544211.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
요즘 교사를 위한 AI 수업 활용 가이드,박진환 외,한빛미디어,2025-05-05,18000,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791169213615.jpg,0,0,45,100,ON_SALE,9791169213615.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
비트코인 사용 가이드,필레몬,필레우시스,2025-06-05,27720,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791199097421.jpg,0,0,45,100,ON_SALE,9791199097421.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
Do it! LLM을 활용한 AI 에이전트 개발 입문,이성용,이지스퍼블리싱,2025-05-09,31500,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791163037057.jpg,4,3,45,100,ON_SALE,9791163037057.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
테디노트의 랭체인을 활용한 RAG 비법노트(기본편),이경록,리코멘드,2025-05-30,30600,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791194084167.jpg,0,0,45,100,ON_SALE,9791194084167.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
AI 리터러시: 인공지능 필수 지식부터 완벽 활용까지,김용성,프리렉,2024-12-02,22500,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788965404026.jpg,5,1,45,100,ON_SALE,9788965404026.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
이게 되네? 챗GPT 미친 활용법 71제,오힘찬,골든래빗(주),2025-01-10,21600,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791194383116.jpg,0,0,45,100,ON_SALE,9791194383116.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
비전공자도 이해할 수 있는 AI 지식(10만부 기념 개정판),박상길,비즈니스북스,2024-10-22,17820,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791162543931.jpg,0,0,45,100,ON_SALE,9791162543931.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
"핸즈온 LLM: 프롬프트 엔지니어링부터 임베딩, 시맨틱 검색, 미세 튜닝까지, 손에 잡히는 LLM 개념",제이 알아마르 외,한빛미디어,2025-06-10,34200,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791169213516.jpg,1,2,45,100,ON_SALE,9791169213516.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
테디노트의 랭체인을 활용한 RAG 비법노트: 심화편,이경록(테디노트),리코멘드,2025-06-20,25200,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791194084174.jpg,0,0,45,100,ON_SALE,9791194084174.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
커서 AI로 나만의 수익형 앱 서비스 만들기,빈센트,루비페이퍼,2025-06-10,25200,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791193083291.jpg,0,0,45,100,ON_SALE,9791193083291.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
혼자 공부하는 머신러닝+딥러닝,박해선,한빛미디어,2025-04-07,28800,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791169213608.jpg,0,0,45,100,ON_SALE,9791169213608.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
AI로 정부를 대전환하라,문명재 외,문우사,2025-06-03,25000,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791194647034.jpg,1,2,45,100,ON_SALE,9791194647034.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
요즘 우아한 AI 개발,우아한형제들,골든래빗(주),2025-04-01,21600,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791194383208.jpg,0,0,45,100,ON_SALE,9791194383208.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
예제가 가득한 챗GPT 프롬프트 길라잡이,이승우,정보문화사,2024-05-20,25200,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788956749761.jpg,0,0,45,100,ON_SALE,9788956749761.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
챗GPT 일타강사의 직장인 업무 만렙 공략집,이승필,한빛미디어,2025-03-21,21600,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791169213622.jpg,0,0,45,100,ON_SALE,9791169213622.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
기계는 왜 학습하는가,아닐 아난타스와미,까치,2025-02-28,22500,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788972918660.jpg,5,1,45,100,ON_SALE,9788972918660.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
공여사들의 엑셀 혁명 with 챗GPT,공여사들,한빛미디어,2025-03-31,18900,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791169213509.jpg,5,1,45,100,ON_SALE,9791169213509.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
커서 AI로 나만의 수익형 앱 서비스 만들기,빈센트,루비페이퍼,2025-06-10,25200,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791193083291.jpg,0,0,46,100,ON_SALE,9791193083291.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
AX 100배의 법칙,황재선,좋은습관연구소,2025-06-01,22500,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791193639429.jpg,1,1,46,100,ON_SALE,9791193639429.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
챗GPT·퍼플렉시티·클로드·코파일럿·제미나이 다 잘함,이호정,리코멘드,2025-01-15,21600,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791194084099.jpg,1,1,46,100,ON_SALE,9791194084099.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
Clean Code(클린 코드),로버트 C. 마틴,인사이트,2013-12-24,29700,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788966260959.jpg,1,2,46,100,ON_SALE,9788966260959.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
비전공자를 위한 이해할 수 있는 IT 지식,최원영,티더블유아이지,2020-07-14,15120,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791196918033.jpg,2,1,46,100,ON_SALE,9791196918033.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
회사에서 바로 쓰는 AI 치트키,이혜정 외,애드앤미디어,2025-06-01,18000,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791193856109.jpg,1,2,46,100,ON_SALE,9791193856109.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
요즘 우아한 개발,우아한형제들,골든래빗(주),2023-10-13,21600,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791191905458.jpg,0,0,46,100,ON_SALE,9791191905458.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
아는 만큼 보이는 IT 지식,민완기,길벗,2024-10-24,19800,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791140711413.jpg,0,0,46,100,ON_SALE,9791140711413.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
린 스타트업,에릭 리스,인사이트,2012-11-12,16200,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788966260577.jpg,0,0,46,100,ON_SALE,9788966260577.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
모던 그로스 마케팅,최지연 외,위키북스,2024-03-21,21600,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791158395018.jpg,4,1,46,100,ON_SALE,9791158395018.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
컴퓨터 밑바닥의 비밀,루 샤오펑,길벗,2024-03-11,29700,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791140708819.jpg,0,0,46,100,ON_SALE,9791140708819.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
IT 인프라 기초,장두환,루비페이퍼,2025-04-01,19800,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791193083284.jpg,0,0,46,100,ON_SALE,9791193083284.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
한 권으로 끝내는 직장인 필수 IT 지식,정명림 외,비제이퍼블릭,2025-05-13,24750,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791165923204.jpg,1,2,46,100,ON_SALE,9791165923204.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
완벽한 챗GPT 강의,이정혁,성안당,2023-04-12,16200,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788931559835.jpg,2,3,46,100,ON_SALE,9788931559835.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
린 스타트업(10주년 기념판),애시 모리아,한빛미디어,2023-06-01,21600,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791169211086.jpg,4,3,46,100,ON_SALE,9791169211086.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
개발자 기술 면접 노트,이남희,한빛미디어,2025-04-07,20700,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791169213677.jpg,1,1,46,100,ON_SALE,9791169213677.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
린 분석,앨리스테어 크롤 외,한빛미디어,2014-01-06,25200,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788968480690.jpg,0,0,46,100,ON_SALE,9788968480690.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
챗GPT와 업무자동화,김철수,위키북스,2023-03-21,16200,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791158394288.jpg,3,1,46,100,ON_SALE,9791158394288.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
"스토리텔링 우동이즘의 잘 팔리는 웹툰, 웹소설 이야기 만들기",우동이즘(이동우),한빛미디어,2021-11-15,14400,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791162244906.jpg,0,0,46,100,ON_SALE,9791162244906.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
그림과 작동 원리로 쉽게 이해하는 서버의 기초,키하시 마사히로,위키북스,2023-04-26,19800,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791158394240.jpg,0,0,46,100,ON_SALE,9791158394240.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
챗GPT·퍼플렉시티·클로드·코파일럿·제미나이 다 잘함,이호정,리코멘드,2025-01-15,21600,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791194084099.jpg,0,0,47,100,ON_SALE,9791194084099,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
Google로 칼퇴하는 교사들의 시크릿,김학민 외,교사크리에이터협회,2025-04-15,16200,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791199023420.jpg,4,2,47,100,ON_SALE,9791199023420,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
구글 시트로 스마트한 학교 만들기: 교사를 위한 스프레드시트 활용 가이드,지미정 외,앤써북,2025-04-30,21960,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791193059517.jpg,4,1,47,100,ON_SALE,9791193059517,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
현직 교사가 만든 업무자동화를 원하는 교사를 위한 찐 실전 챗GPT,김요섭 외,광문각출판미디어,2025-04-25,15000,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791193205563.jpg,3,3,47,100,ON_SALE,9791193205563,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
혼자 해도 프로 선생님처럼 잘 만드는 학교 수업 자료 with 캔바 Canva,김태훈 외,한빛미디어,2024-10-31,20700,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791169212663.jpg,0,0,47,100,ON_SALE,9791169212663,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
선생님을 위한 캔바 수업 활용,김민주,앤써북,2025-05-30,16920,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791193059548.jpg,5,3,47,100,ON_SALE,9791193059548,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
지니어스키트로 배우는 마이크로비트,아이씨뱅큐,제이펍,2019-09-05,16200,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791188621514.jpg,0,0,47,100,ON_SALE,9791188621514,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
교사를 위한 패들렛 Padlet,안익재,앤써북,2025-03-30,15120,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791193059494.jpg,0,0,47,100,ON_SALE,9791193059494,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
